title,type,tenure,price,square_feet,price_per_square_feet,bedroom,bathroom,furnishing,launched_in,address,developer,description,project_link,image_link
Interpoint,Service Residence,Freehold,269998.83,593,455.31,1,1,Unfurnished,2023,"Bandar Bukit Tinggi 2, Klang, Selangor",CB Land Sdn Bhd,"“Inter” symbolises interconnection, with everything conveniently within reach at the development, which will be a converging point between Klang town centre and Bandar Bukit Tinggi. “Point” refers to a prime destination where live, work, learn and play are carried out.  ‘Interpoint’ is not only [a name] that could be pronounced easily but to also provide occupants and the surrounding community with an avenue to realise their ideal lifestyle. This is where lush greenery meets modern architecture design to allow residents to relax and rejuvenate in the calmness of nature. Interpoint is strategically located between the upcoming (Lotus’s Klang) and (AEON Bukit Tinggi) LRT3 stations, both of which are only a 600m walk away. Both stations are part of the LRT 3 Line and are due to be fully operational in 2024. The development is easily accessible via Jalan Langat, the South Klang Valley Expressway, Shah Alam Expressway, Federal Highway and West Coast Expressway. It is also near AEON Bukit Tinggi, Lotus’s Klang, GM Klang Wholesale City, Hospital Tengku Ampuan Rahimah, Pantai Hospital Klang, SJK (C) Hin Hua, Hin Hua High School and Collinz International School. With a gross development value of about RM600 million, the project sits on a 2.65 ha parcel and will offer 998 residence units in three towers atop a seven-storey podium. There will also be two levels of retail and two levels of suite units. The residential units are sized from 593 to 1,756 sq ft, available in one to four bedroom layouts. Priced from RM455 to RM700 psf, the target market is the younger generation, especially those first generation buyers who want to live near their parents, as well as empty nesters. There will be a dedicated entrance for the residential component, separate from the retail component. The multi-level parking podium also features a speed ramp, allowing the owners to access to their parking floors in a single flow instead of going through multiple ramps on various floors.",https://www.propertyguru.com.my/property-listing/project/interpoint-for-sale-by-cb-land-sdn-bhd-39603124,https://my1-cdn.pgimgs.com/project-listing-project/39603124/PLPHO.228434978.V550/Interpoint-Klang-Malaysia.jpg
Interpoint,Service Residence,Freehold,445228.52,722,616.66,2,2,Partially Furnished,2023,"Bandar Bukit Tinggi 2, Klang, Selangor",CB Land Sdn Bhd,"“Inter” symbolises interconnection, with everything conveniently within reach at the development, which will be a converging point between Klang town centre and Bandar Bukit Tinggi. “Point” refers to a prime destination where live, work, learn and play are carried out.  ‘Interpoint’ is not only [a name] that could be pronounced easily but to also provide occupants and the surrounding community with an avenue to realise their ideal lifestyle. This is where lush greenery meets modern architecture design to allow residents to relax and rejuvenate in the calmness of nature. Interpoint is strategically located between the upcoming (Lotus’s Klang) and (AEON Bukit Tinggi) LRT3 stations, both of which are only a 600m walk away. Both stations are part of the LRT 3 Line and are due to be fully operational in 2024. The development is easily accessible via Jalan Langat, the South Klang Valley Expressway, Shah Alam Expressway, Federal Highway and West Coast Expressway. It is also near AEON Bukit Tinggi, Lotus’s Klang, GM Klang Wholesale City, Hospital Tengku Ampuan Rahimah, Pantai Hospital Klang, SJK (C) Hin Hua, Hin Hua High School and Collinz International School. With a gross development value of about RM600 million, the project sits on a 2.65 ha parcel and will offer 998 residence units in three towers atop a seven-storey podium. There will also be two levels of retail and two levels of suite units. The residential units are sized from 593 to 1,756 sq ft, available in one to four bedroom layouts. Priced from RM455 to RM700 psf, the target market is the younger generation, especially those first generation buyers who want to live near their parents, as well as empty nesters. There will be a dedicated entrance for the residential component, separate from the retail component. The multi-level parking podium also features a speed ramp, allowing the owners to access to their parking floors in a single flow instead of going through multiple ramps on various floors.",https://www.propertyguru.com.my/property-listing/project/interpoint-for-sale-by-cb-land-sdn-bhd-39603124,https://my1-cdn.pgimgs.com/project-listing-project/39603124/PLPHO.228434978.V550/Interpoint-Klang-Malaysia.jpg
Interpoint,Service Residence,Freehold,616816.20,1001,616.2,3,2,Partially Furnished,2023,"Bandar Bukit Tinggi 2, Klang, Selangor",CB Land Sdn Bhd,"“Inter” symbolises interconnection, with everything conveniently within reach at the development, which will be a converging point between Klang town centre and Bandar Bukit Tinggi. “Point” refers to a prime destination where live, work, learn and play are carried out.  ‘Interpoint’ is not only [a name] that could be pronounced easily but to also provide occupants and the surrounding community with an avenue to realise their ideal lifestyle. This is where lush greenery meets modern architecture design to allow residents to relax and rejuvenate in the calmness of nature. Interpoint is strategically located between the upcoming (Lotus’s Klang) and (AEON Bukit Tinggi) LRT3 stations, both of which are only a 600m walk away. Both stations are part of the LRT 3 Line and are due to be fully operational in 2024. The development is easily accessible via Jalan Langat, the South Klang Valley Expressway, Shah Alam Expressway, Federal Highway and West Coast Expressway. It is also near AEON Bukit Tinggi, Lotus’s Klang, GM Klang Wholesale City, Hospital Tengku Ampuan Rahimah, Pantai Hospital Klang, SJK (C) Hin Hua, Hin Hua High School and Collinz International School. With a gross development value of about RM600 million, the project sits on a 2.65 ha parcel and will offer 998 residence units in three towers atop a seven-storey podium. There will also be two levels of retail and two levels of suite units. The residential units are sized from 593 to 1,756 sq ft, available in one to four bedroom layouts. Priced from RM455 to RM700 psf, the target market is the younger generation, especially those first generation buyers who want to live near their parents, as well as empty nesters. There will be a dedicated entrance for the residential component, separate from the retail component. The multi-level parking podium also features a speed ramp, allowing the owners to access to their parking floors in a single flow instead of going through multiple ramps on various floors.",https://www.propertyguru.com.my/property-listing/project/interpoint-for-sale-by-cb-land-sdn-bhd-39603124,https://my1-cdn.pgimgs.com/project-listing-project/39603124/PLPHO.228434978.V550/Interpoint-Klang-Malaysia.jpg
Interpoint,Service Residence,Freehold,752220.00,1194,630.0,4,2,Partially Furnished,2023,"Bandar Bukit Tinggi 2, Klang, Selangor",CB Land Sdn Bhd,"“Inter” symbolises interconnection, with everything conveniently within reach at the development, which will be a converging point between Klang town centre and Bandar Bukit Tinggi. “Point” refers to a prime destination where live, work, learn and play are carried out.  ‘Interpoint’ is not only [a name] that could be pronounced easily but to also provide occupants and the surrounding community with an avenue to realise their ideal lifestyle. This is where lush greenery meets modern architecture design to allow residents to relax and rejuvenate in the calmness of nature. Interpoint is strategically located between the upcoming (Lotus’s Klang) and (AEON Bukit Tinggi) LRT3 stations, both of which are only a 600m walk away. Both stations are part of the LRT 3 Line and are due to be fully operational in 2024. The development is easily accessible via Jalan Langat, the South Klang Valley Expressway, Shah Alam Expressway, Federal Highway and West Coast Expressway. It is also near AEON Bukit Tinggi, Lotus’s Klang, GM Klang Wholesale City, Hospital Tengku Ampuan Rahimah, Pantai Hospital Klang, SJK (C) Hin Hua, Hin Hua High School and Collinz International School. With a gross development value of about RM600 million, the project sits on a 2.65 ha parcel and will offer 998 residence units in three towers atop a seven-storey podium. There will also be two levels of retail and two levels of suite units. The residential units are sized from 593 to 1,756 sq ft, available in one to four bedroom layouts. Priced from RM455 to RM700 psf, the target market is the younger generation, especially those first generation buyers who want to live near their parents, as well as empty nesters. There will be a dedicated entrance for the residential component, separate from the retail component. The multi-level parking podium also features a speed ramp, allowing the owners to access to their parking floors in a single flow instead of going through multiple ramps on various floors.",https://www.propertyguru.com.my/property-listing/project/interpoint-for-sale-by-cb-land-sdn-bhd-39603124,https://my1-cdn.pgimgs.com/project-listing-project/39603124/PLPHO.228434978.V550/Interpoint-Klang-Malaysia.jpg
Interpoint,Service Residence,Freehold,800100.00,1270,630.0,4,2,Partially Furnished,2023,"Bandar Bukit Tinggi 2, Klang, Selangor",CB Land Sdn Bhd,"“Inter” symbolises interconnection, with everything conveniently within reach at the development, which will be a converging point between Klang town centre and Bandar Bukit Tinggi. “Point” refers to a prime destination where live, work, learn and play are carried out.  ‘Interpoint’ is not only [a name] that could be pronounced easily but to also provide occupants and the surrounding community with an avenue to realise their ideal lifestyle. This is where lush greenery meets modern architecture design to allow residents to relax and rejuvenate in the calmness of nature. Interpoint is strategically located between the upcoming (Lotus’s Klang) and (AEON Bukit Tinggi) LRT3 stations, both of which are only a 600m walk away. Both stations are part of the LRT 3 Line and are due to be fully operational in 2024. The development is easily accessible via Jalan Langat, the South Klang Valley Expressway, Shah Alam Expressway, Federal Highway and West Coast Expressway. It is also near AEON Bukit Tinggi, Lotus’s Klang, GM Klang Wholesale City, Hospital Tengku Ampuan Rahimah, Pantai Hospital Klang, SJK (C) Hin Hua, Hin Hua High School and Collinz International School. With a gross development value of about RM600 million, the project sits on a 2.65 ha parcel and will offer 998 residence units in three towers atop a seven-storey podium. There will also be two levels of retail and two levels of suite units. The residential units are sized from 593 to 1,756 sq ft, available in one to four bedroom layouts. Priced from RM455 to RM700 psf, the target market is the younger generation, especially those first generation buyers who want to live near their parents, as well as empty nesters. There will be a dedicated entrance for the residential component, separate from the retail component. The multi-level parking podium also features a speed ramp, allowing the owners to access to their parking floors in a single flow instead of going through multiple ramps on various floors.",https://www.propertyguru.com.my/property-listing/project/interpoint-for-sale-by-cb-land-sdn-bhd-39603124,https://my1-cdn.pgimgs.com/project-listing-project/39603124/PLPHO.228434978.V550/Interpoint-Klang-Malaysia.jpg
Sunway Flora Residences,Condominium,Freehold,692997.85,1055,656.87,3,2,Partially Furnished,2023,"Mutiara Bukit Jalil, Bukit Jalil, Kuala Lumpur",Sunway Flora Sdn Bhd,"Home Shaped by NatureSunway Flora Residences offers exclusive city living amidst green that is strategically located at Bukit Jalil – a sought-after address surrounded by an array of shopping, education, healthcare and recreational facilities. Resting on 5.37 acres of FREEHOLD land in Bukit Jalil, residents of this development will enjoy 4.3 acres of nature-inspired facilities including a 1.3-acre private linear park, mini jungle trail, skate park, 1km jogging & cycling path, 50m infinity pool, jacuzzi, badminton cum multipurpose court, basketball court, gym room, yoga deck, rooftop garden and many more to promote healthy lifestyle and wellbeing.The residential towers offer 3 & 4 bedrooms layout with built-ups from 1,055 to 1,507 sq. ft. Perfect for any family size and lifestyle.Project features:- The only biophilic nature living with 1.3-acre private park in Bukit Jalil- Freehold residential title with only 748 units- 4.3 acres of nature-inspired facilities- 700m covered walkway to Muhibbah LRT station- Residents parking bay are EV charging infra ready",https://www.propertyguru.com.my/property-listing/project/sunway-flora-residences-for-sale-by-sunway-flora-sdn-bhd-36645921,https://my1-cdn.pgimgs.com/project-listing-project/36645921/PLPHO.204192799.V550/Sunway-Flora-Residences-Bukit-Jalil-Malaysia.jpg
Pearl Garden - Panorama Lapangan Mutiara,1.5-storey Terraced House,Leasehold,428004.00,1350,317.04,3,3,Unfurnished,2023,"No 2, Lapangan Mutiara 2, Panorama Lapangan Mutiara, Ipoh, Perak",Constant Growth Properties Sdn.Bhd.,房屋特点及设施：✅特高天花板 (High Ceiling & Spacious)✅厨房全面建尽( Kitchen Fully Extended)✅房屋面向北或南(Facing North/South)✅严谨保安社区 (Landed & Guarded Community～ Single Entrance Guard House)✅24小时保安员 (24 Hours Security Guard)✅保安监视系统 (CCTV Surveillance)✅围栏 (Anti-climb / Brickwall FenceJagaApp)儿童游乐场户外健身运动公园跑步道多功能球场 篮球场足疗步道休闲公园,https://www.propertyguru.com.my/property-listing/project/pearl-garden-panorama-lapangan-mutiara-for-sale-by-constant-growth-properties-sdn-bhd-39659779,https://my1-cdn.pgimgs.com/project-listing-project/39659779/PLPHO.229530063.V550/Pearl-Garden-Panorama-Lapangan-Mutiara-Ipoh-Malaysia.jpg
Pearl Garden - Panorama Lapangan Mutiara,1.5-storey Terraced House,Leasehold,495008.00,1600,309.38,4,3,Unfurnished,2023,"No 2, Lapangan Mutiara 2, Panorama Lapangan Mutiara, Ipoh, Perak",Constant Growth Properties Sdn.Bhd.,房屋特点及设施：✅特高天花板 (High Ceiling & Spacious)✅厨房全面建尽( Kitchen Fully Extended)✅房屋面向北或南(Facing North/South)✅严谨保安社区 (Landed & Guarded Community～ Single Entrance Guard House)✅24小时保安员 (24 Hours Security Guard)✅保安监视系统 (CCTV Surveillance)✅围栏 (Anti-climb / Brickwall FenceJagaApp)儿童游乐场户外健身运动公园跑步道多功能球场 篮球场足疗步道休闲公园,https://www.propertyguru.com.my/property-listing/project/pearl-garden-panorama-lapangan-mutiara-for-sale-by-constant-growth-properties-sdn-bhd-39659779,https://my1-cdn.pgimgs.com/project-listing-project/39659779/PLPHO.229530063.V550/Pearl-Garden-Panorama-Lapangan-Mutiara-Ipoh-Malaysia.jpg
Senadi Hills,2-storey Terraced House,Freehold,716551.55,2197,326.15,4,4,Unfurnished,2023,"Iskandar Puteri (Nusajaya), Johor Bahru, Johor",Bandar Nusajaya Development Sdn Bhd,"Making living a joySpoiled with dreamy views from elevated grounds, Senadi Hills is a private residential enclave that welcomes elders and the less-abled with wheelchair-friendly spaces. Beautiful manicured gardens and parks enrich Senadi Hills with natural touches of nature and greenery.Charmingly Convenient, Perfectly PracticalResidents of Iskandar Puteri enjoy an attractive array of amenities and facilities ranging from education, shopping, hospitality and wellness.Education from primary to tertiary levels are aplenty near Senadi Hills with even more expected to be in completion within the next few years.Prime education destination Educity Iskandar Malaysia is a 305-acre integrated education hub housing a number of academic institutions, namely Newcastle University Medicine Malaysia, Raffles University Iskandar and Multimedia University.Key Features :- Freehold- Guarded community - Multigenerational Garden Homes- Wheelchair and Stroller friendly- Easy access to highways- Close proximity to amenities like shopping malls, hospitals, schools, and recreation centers- Wheelchair and stroller friendly- Equipped with facilities including of plaza, children’s playground, outdoor gym and a mini Tai Chi area. Phase 2A is selling fast with limited units left, Phase 2B is now open for registration.",https://www.propertyguru.com.my/property-listing/project/senadi-hills-for-sale-by-bandar-nusajaya-development-sdn-bhd-33699923,https://my1-cdn.pgimgs.com/project-listing-project/33699923/PLPHO.219357574.V550/Senadi-Hills-Johor-Bahru-Malaysia.jpg
Senadi Hills,2-storey Terraced House,Freehold,790499.10,2330,339.27,4,4,Unfurnished,2023,"Iskandar Puteri (Nusajaya), Johor Bahru, Johor",Bandar Nusajaya Development Sdn Bhd,"Making living a joySpoiled with dreamy views from elevated grounds, Senadi Hills is a private residential enclave that welcomes elders and the less-abled with wheelchair-friendly spaces. Beautiful manicured gardens and parks enrich Senadi Hills with natural touches of nature and greenery.Charmingly Convenient, Perfectly PracticalResidents of Iskandar Puteri enjoy an attractive array of amenities and facilities ranging from education, shopping, hospitality and wellness.Education from primary to tertiary levels are aplenty near Senadi Hills with even more expected to be in completion within the next few years.Prime education destination Educity Iskandar Malaysia is a 305-acre integrated education hub housing a number of academic institutions, namely Newcastle University Medicine Malaysia, Raffles University Iskandar and Multimedia University.Key Features :- Freehold- Guarded community - Multigenerational Garden Homes- Wheelchair and Stroller friendly- Easy access to highways- Close proximity to amenities like shopping malls, hospitals, schools, and recreation centers- Wheelchair and stroller friendly- Equipped with facilities including of plaza, children’s playground, outdoor gym and a mini Tai Chi area. Phase 2A is selling fast with limited units left, Phase 2B is now open for registration.",https://www.propertyguru.com.my/property-listing/project/senadi-hills-for-sale-by-bandar-nusajaya-development-sdn-bhd-33699923,https://my1-cdn.pgimgs.com/project-listing-project/33699923/PLPHO.219357574.V550/Senadi-Hills-Johor-Bahru-Malaysia.jpg
Senadi Hills,2-storey Terraced House,Freehold,819391.10,2330,351.67,4,4,Unfurnished,2023,"Iskandar Puteri (Nusajaya), Johor Bahru, Johor",Bandar Nusajaya Development Sdn Bhd,"Making living a joySpoiled with dreamy views from elevated grounds, Senadi Hills is a private residential enclave that welcomes elders and the less-abled with wheelchair-friendly spaces. Beautiful manicured gardens and parks enrich Senadi Hills with natural touches of nature and greenery.Charmingly Convenient, Perfectly PracticalResidents of Iskandar Puteri enjoy an attractive array of amenities and facilities ranging from education, shopping, hospitality and wellness.Education from primary to tertiary levels are aplenty near Senadi Hills with even more expected to be in completion within the next few years.Prime education destination Educity Iskandar Malaysia is a 305-acre integrated education hub housing a number of academic institutions, namely Newcastle University Medicine Malaysia, Raffles University Iskandar and Multimedia University.Key Features :- Freehold- Guarded community - Multigenerational Garden Homes- Wheelchair and Stroller friendly- Easy access to highways- Close proximity to amenities like shopping malls, hospitals, schools, and recreation centers- Wheelchair and stroller friendly- Equipped with facilities including of plaza, children’s playground, outdoor gym and a mini Tai Chi area. Phase 2A is selling fast with limited units left, Phase 2B is now open for registration.",https://www.propertyguru.com.my/property-listing/project/senadi-hills-for-sale-by-bandar-nusajaya-development-sdn-bhd-33699923,https://my1-cdn.pgimgs.com/project-listing-project/33699923/PLPHO.219357574.V550/Senadi-Hills-Johor-Bahru-Malaysia.jpg
Alora Residences @ 2fifth Avenue Subang Jaya,Service Residence,Freehold,630002.88,923,682.56,3,2,Unfurnished,2023,"2fifth Avenue Subang Jaya, USJ, Subang Jaya, Selangor",Avaland Berhad,"The emerging, affluent citizens are actively seeking for a home away from the hustle of the city, offering a holistic living in an integrated smart-green living environment, focusing on nature & sustainabilityAlora, a freehold development in a masterplan that is set to be a stylish, well-thought out lifestyle destination that elevates both living and leisure experience. Surrounded by mature and affluent neighborhood as well as inter connectivity within the masterplan parcel, there’s a strong understanding by the developer to create possibilities beyond the boundaries of a unit, where the extension of a living space is as crucial as the private spaces one calls their own. As the last plot of land in the vicinity, the anticipated launch of Alora will transform the skyline Subang Jaya; promoting value creation for capital appreciation. Alora is a home where you can simply choose to live better and elevate your lifestyle while defining the new community of 2Fifth Avenue. The Artistry of Well Crafted Facilities with Nature. The purposeful and carefully designed facilities, combined with the beautiful natural landscape is designed for all walks of life. Welcoming home with a Grand Lobby experience, or drive through the Signature Retail area which includes both international and neighbourhood brands. Sustainability for a Brighter Future. The health and happiness of future generations is an essential component of the development. This is being reflected in the greenery and environmentally responsible initiatives that are being implemented for a long term cost savings benefits for the residents of Alora. Intelligent, Functional Spaces. Inspirational and spacious living spaces for movement and airflow. It is more than just a place to unwind and celebrate every captured moment; it is a home that is both secure and comfortable. From 568 to 1,457 sq.ft, it is everything you need for a modern, inspired lifestyle.",https://www.propertyguru.com.my/property-listing/project/alora-residences-2fifth-avenue-subang-jaya-for-sale-by-avaland-berhad-37477177,https://my1-cdn.pgimgs.com/project-listing-project/37477177/PLPHO.224169915.V550/Alora-Residences-2fifth-Avenue-Subang-Jaya-Subang-Jaya-Malaysia.jpg
ALTON SKYVILLAS,Condominium,Freehold,898558.96,1132,793.78,3,2,Unfurnished,2023,"Jelutong, Timor Laut (Island), Penang",DUTAMAS PERMAI SDN BHD,"Skyvillas of Tomorrow, An exclusive lifestyle by Airmas Group",https://www.propertyguru.com.my/property-listing/project/alton-skyvillas-for-sale-by-dutamas-permai-sdn-bhd-37217656,https://my1-cdn.pgimgs.com/project-listing-project/37217656/PLPHO.217211895.V550/ALTON-SKYVILLAS-Timor-Laut-Island-Malaysia.jpg
ALTON SKYVILLAS,Condominium,Freehold,1127994.90,1335,844.94,3,2,Unfurnished,2023,"Jelutong, Timor Laut (Island), Penang",DUTAMAS PERMAI SDN BHD,"Skyvillas of Tomorrow, An exclusive lifestyle by Airmas Group",https://www.propertyguru.com.my/property-listing/project/alton-skyvillas-for-sale-by-dutamas-permai-sdn-bhd-37217656,https://my1-cdn.pgimgs.com/project-listing-project/37217656/PLPHO.217211895.V550/ALTON-SKYVILLAS-Timor-Laut-Island-Malaysia.jpg
ALTON SKYVILLAS,Condominium,Freehold,1263992.88,1658,762.36,3,5,Unfurnished,2023,"Jelutong, Timor Laut (Island), Penang",DUTAMAS PERMAI SDN BHD,"Skyvillas of Tomorrow, An exclusive lifestyle by Airmas Group",https://www.propertyguru.com.my/property-listing/project/alton-skyvillas-for-sale-by-dutamas-permai-sdn-bhd-37217656,https://my1-cdn.pgimgs.com/project-listing-project/37217656/PLPHO.217211895.V550/ALTON-SKYVILLAS-Timor-Laut-Island-Malaysia.jpg
ALTON SKYVILLAS,Condominium,Freehold,1344994.49,1687,797.27,3,5,Unfurnished,2023,"Jelutong, Timor Laut (Island), Penang",DUTAMAS PERMAI SDN BHD,"Skyvillas of Tomorrow, An exclusive lifestyle by Airmas Group",https://www.propertyguru.com.my/property-listing/project/alton-skyvillas-for-sale-by-dutamas-permai-sdn-bhd-37217656,https://my1-cdn.pgimgs.com/project-listing-project/37217656/PLPHO.217211895.V550/ALTON-SKYVILLAS-Timor-Laut-Island-Malaysia.jpg
ALTON SKYVILLAS,Condominium,Freehold,1449992.60,1805,803.32,3,5,Unfurnished,2023,"Jelutong, Timor Laut (Island), Penang",DUTAMAS PERMAI SDN BHD,"Skyvillas of Tomorrow, An exclusive lifestyle by Airmas Group",https://www.propertyguru.com.my/property-listing/project/alton-skyvillas-for-sale-by-dutamas-permai-sdn-bhd-37217656,https://my1-cdn.pgimgs.com/project-listing-project/37217656/PLPHO.217211895.V550/ALTON-SKYVILLAS-Timor-Laut-Island-Malaysia.jpg
ALTON SKYVILLAS,Condominium,Freehold,1500002.76,1866,803.86,3,5,Unfurnished,2023,"Jelutong, Timor Laut (Island), Penang",DUTAMAS PERMAI SDN BHD,"Skyvillas of Tomorrow, An exclusive lifestyle by Airmas Group",https://www.propertyguru.com.my/property-listing/project/alton-skyvillas-for-sale-by-dutamas-permai-sdn-bhd-37217656,https://my1-cdn.pgimgs.com/project-listing-project/37217656/PLPHO.217211895.V550/ALTON-SKYVILLAS-Timor-Laut-Island-Malaysia.jpg
ALTON SKYVILLAS,Condominium,Freehold,1752753.72,2274,770.78,4,5,Unfurnished,2023,"Jelutong, Timor Laut (Island), Penang",DUTAMAS PERMAI SDN BHD,"Skyvillas of Tomorrow, An exclusive lifestyle by Airmas Group",https://www.propertyguru.com.my/property-listing/project/alton-skyvillas-for-sale-by-dutamas-permai-sdn-bhd-37217656,https://my1-cdn.pgimgs.com/project-listing-project/37217656/PLPHO.217211895.V550/ALTON-SKYVILLAS-Timor-Laut-Island-Malaysia.jpg
ALTON SKYVILLAS,Condominium,Freehold,2062490.08,2672,771.89,4,5,Unfurnished,2023,"Jelutong, Timor Laut (Island), Penang",DUTAMAS PERMAI SDN BHD,"Skyvillas of Tomorrow, An exclusive lifestyle by Airmas Group",https://www.propertyguru.com.my/property-listing/project/alton-skyvillas-for-sale-by-dutamas-permai-sdn-bhd-37217656,https://my1-cdn.pgimgs.com/project-listing-project/37217656/PLPHO.217211895.V550/ALTON-SKYVILLAS-Timor-Laut-Island-Malaysia.jpg
Chorus,2-storey Terraced House,Freehold,868004.80,2080,417.31,4,4,Unfurnished,2023,"Setia Ecohill 2, Semenyih, Selangor",Setia Ecohill 2 Sdn Bhd,"Meet Chorus, the final phase of 22' x 70' freehold 2-storey terrace homes built for families to experience a safe and nature-inspired lifestyle. The music-inspired concept aspires to introduce residents to a harmonious way of life in a self-sustaining township",https://www.propertyguru.com.my/property-listing/project/chorus-for-sale-by-setia-ecohill-2-sdn-bhd-38267130,https://my1-cdn.pgimgs.com/project-listing-project/38267130/PLPHO.215306537.V550/Chorus-Semenyih-Malaysia.jpg
Chorus,2-storey Terraced House,Freehold,1003999.77,2159,465.03,4,4,Unfurnished,2023,"Setia Ecohill 2, Semenyih, Selangor",Setia Ecohill 2 Sdn Bhd,"Meet Chorus, the final phase of 22' x 70' freehold 2-storey terrace homes built for families to experience a safe and nature-inspired lifestyle. The music-inspired concept aspires to introduce residents to a harmonious way of life in a self-sustaining township",https://www.propertyguru.com.my/property-listing/project/chorus-for-sale-by-setia-ecohill-2-sdn-bhd-38267130,https://my1-cdn.pgimgs.com/project-listing-project/38267130/PLPHO.215306537.V550/Chorus-Semenyih-Malaysia.jpg
Hanami Residences,Semi-Detached House,Freehold,1226000.71,2381,514.91,4,4,Unfurnished,2022,"NO X, Jalan EcoHill 2/3C, Setia EcoHill, Setia Ecohill 1, Semenyih, Selangor",Setia Ecohill Sdn Bhd,"Hanami Residences is another enclave of Japanese-inspired residences nestled in the lush greenscapes of Setia EcoHill. Inspired by the craft of tatami mat, these residences are ideal for homebuyers that are looking for a home that is protected with top-notch security and love spending time outdoors with their families in the gardens.The strategic location of Hanami Residences makes every resident just a stone’s throw away from 3 magnificent gardens, which are the Japanese-Inspired Zen Garden, the picturesque Rainbow Creek, and the Spanish-themed Angel’s Cascades.",https://www.propertyguru.com.my/property-listing/project/hanami-residences-for-sale-by-setia-ecohill-sdn-bhd-38294471,https://my1-cdn.pgimgs.com/project-listing-project/38294471/PLPHO.215571871.V550/Hanami-Residences-Semenyih-Malaysia.jpg
Hanami Residences,Semi-Detached House,Freehold,1257988.10,2465,510.34,4,4,Unfurnished,2022,"NO X, Jalan EcoHill 2/3C, Setia EcoHill, Setia Ecohill 1, Semenyih, Selangor",Setia Ecohill Sdn Bhd,"Hanami Residences is another enclave of Japanese-inspired residences nestled in the lush greenscapes of Setia EcoHill. Inspired by the craft of tatami mat, these residences are ideal for homebuyers that are looking for a home that is protected with top-notch security and love spending time outdoors with their families in the gardens.The strategic location of Hanami Residences makes every resident just a stone’s throw away from 3 magnificent gardens, which are the Japanese-Inspired Zen Garden, the picturesque Rainbow Creek, and the Spanish-themed Angel’s Cascades.",https://www.propertyguru.com.my/property-listing/project/hanami-residences-for-sale-by-setia-ecohill-sdn-bhd-38294471,https://my1-cdn.pgimgs.com/project-listing-project/38294471/PLPHO.215571871.V550/Hanami-Residences-Semenyih-Malaysia.jpg
Hanami Residences,Semi-Detached House,Freehold,1272009.15,2455,518.13,4,5,Unfurnished,2022,"NO X, Jalan EcoHill 2/3C, Setia EcoHill, Setia Ecohill 1, Semenyih, Selangor",Setia Ecohill Sdn Bhd,"Hanami Residences is another enclave of Japanese-inspired residences nestled in the lush greenscapes of Setia EcoHill. Inspired by the craft of tatami mat, these residences are ideal for homebuyers that are looking for a home that is protected with top-notch security and love spending time outdoors with their families in the gardens.The strategic location of Hanami Residences makes every resident just a stone’s throw away from 3 magnificent gardens, which are the Japanese-Inspired Zen Garden, the picturesque Rainbow Creek, and the Spanish-themed Angel’s Cascades.",https://www.propertyguru.com.my/property-listing/project/hanami-residences-for-sale-by-setia-ecohill-sdn-bhd-38294471,https://my1-cdn.pgimgs.com/project-listing-project/38294471/PLPHO.215571871.V550/Hanami-Residences-Semenyih-Malaysia.jpg
Hanami Residences,Semi-Detached House,Freehold,1317996.06,2621,502.86,5,5,Unfurnished,2022,"NO X, Jalan EcoHill 2/3C, Setia EcoHill, Setia Ecohill 1, Semenyih, Selangor",Setia Ecohill Sdn Bhd,"Hanami Residences is another enclave of Japanese-inspired residences nestled in the lush greenscapes of Setia EcoHill. Inspired by the craft of tatami mat, these residences are ideal for homebuyers that are looking for a home that is protected with top-notch security and love spending time outdoors with their families in the gardens.The strategic location of Hanami Residences makes every resident just a stone’s throw away from 3 magnificent gardens, which are the Japanese-Inspired Zen Garden, the picturesque Rainbow Creek, and the Spanish-themed Angel’s Cascades.",https://www.propertyguru.com.my/property-listing/project/hanami-residences-for-sale-by-setia-ecohill-sdn-bhd-38294471,https://my1-cdn.pgimgs.com/project-listing-project/38294471/PLPHO.215571871.V550/Hanami-Residences-Semenyih-Malaysia.jpg
Eco Horizon @ Beldon Collection,Semi-Detached House,Freehold,1613998.08,2656,607.68,4,3,Unfurnished,2022,"Bandar Cassia, Batu Kawan, Seberang Perai Selatan (Mainland - South), Penang",Eco Horizon Sdn Bhd,"In Beldon, you can take all the time you need to soak up life’s many precious moments. Modern Victorian living spaces and serene greenery, Beldon’s endlessly elegant surroundings offer you a life worth celebrating.For You. For Loved Ones. For Generations.",https://www.propertyguru.com.my/property-listing/project/eco-horizon-beldon-collection-for-sale-by-eco-horizon-sdn-bhd-40189945,https://my1-cdn.pgimgs.com/project-listing-project/40189945/PLPHO.234314803.V550/Eco-Horizon-Beldon-Collection-Seberang-Perai-Selatan-Mainland-South-Malaysia.jpg
