title,status,type,tenure,land_title,price,built_up_size,bedroom,bathroom,car_park,address,description,link
Serenia Anisa,New Launch,2-sty Terrace/Link House,Freehold,Residential,805888.0,1951,4,4,3,"Serenia City, Sepang, Selangor","More of Everything You Love in a Home

Featuring lush views of the park, Serenia Anisa is built for balance with multigenerational living in mind. Families live surrounded by private green pockets and ample space for both privacy and family moments while a practical, modern design allows every member of the family to flourish under one roof.",https://www.iproperty.com.my/new-property/property/sepang/serenia-city-serenia-anisa/new-6521/
Serenia Anisa,New Launch,2-sty Terrace/Link House,Freehold,Residential,1045888.0,2100,4,4,2,"Serenia City, Sepang, Selangor","More of Everything You Love in a Home

Featuring lush views of the park, Serenia Anisa is built for balance with multigenerational living in mind. Families live surrounded by private green pockets and ample space for both privacy and family moments while a practical, modern design allows every member of the family to flourish under one roof.",https://www.iproperty.com.my/new-property/property/sepang/serenia-city-serenia-anisa/new-6521/
Serenia Anisa,New Launch,2-sty Terrace/Link House,Freehold,Residential,1293888.0,2250,4,4,2,"Serenia City, Sepang, Selangor","More of Everything You Love in a Home

Featuring lush views of the park, Serenia Anisa is built for balance with multigenerational living in mind. Families live surrounded by private green pockets and ample space for both privacy and family moments while a practical, modern design allows every member of the family to flourish under one roof.",https://www.iproperty.com.my/new-property/property/sepang/serenia-city-serenia-anisa/new-6521/
Serenia Aqila,New Launch,Semi-detached House,Freehold,Residential,1712888.0,3030,6,5,3,"Serenia City, Sepang, Selangor","Bask in a life of effortless serenity. Designed for the ultimate balance between nature and living, the greenery outside is integrated effortlessly into the home through wide open spaces that come together with indoor green pockets, natural skylight, and meticulous design detai... up every morning to fresh air, the gentle rays of sunshine, and a comforting sense of tranquillity for the entire family within your very own private sanct...ducing Serenia Aqila, Serenia City's first Freehold Semi-Detached Homes. Where luxury and nature become one.E...ience serenity with Serenia Aqila with configurable spaces to suit every family's needs. Whether it be a family area to an additional bedroom, Serenia Aqila has ample space for every member of the family.

 * Located Just 20km from Puchong South Toll
 * Direct access to ELITE Highway
 * Located next to an 8.4-acre lake park

Special Features:

 * Accessibility features
 * Luxurious garden suite
 * Master bathroom with free-standing bathtub
 * Basic alarm system
 * 2 years free internet
 * Booster pump
 * Rainwater harvesting tank
 * Parcel drop box
 * Wash area at entrance
 * Car Porch with 3 parking spaces
 * Dedicated herb garden area
 * Shoe cabinet space",https://www.iproperty.com.my/new-property/property/sepang/serenia-city-serenia-aqila/new-6492/
Hype Residences,New Launch,Serviced Residence,Freehold,Commercial,650000.0,700,2,2,1,"SJ7 Sentral, Persiaran Subang, Subang Jaya, Selangor","Hype Residences is where everyone can hype up a life of inspiration. As the 1st Phase within the vast 34-acre Transit-Oriented Development of SJ7, Hype is the haven to create, connect and simply vibe. The freehold serviced residences promise seamless connectivity along with a wide variety of lifestyle-inspired features and facilities.

The USJ7 LRT and BRT stations are just 80m away and are quite literally at Hype's doorstep!  And with its close proximity to retail hotspots and top-tier educational institutions, excitement awaits as young, buzzing professionals make a home out of Hype. Highlights also include the 50m pool, a multi-purpose hall with co-working space, a futsal court, a lifestyle gym, a community grill and many more. Each unit's interior provides a layout so flexible, homemakers will be able to play with the space and add their own unique flair to it.

An inspirational, vibrant life is ready for the ones ready to hype it all up...at Hype Residences!",https://www.iproperty.com.my/new-property/property/subang-jaya/sj-7-hype-residences/new-6610/
Hype Residences,New Launch,Serviced Residence,Freehold,Commercial,739000.0,900,3,2,1,"SJ7 Sentral, Persiaran Subang, Subang Jaya, Selangor","Hype Residences is where everyone can hype up a life of inspiration. As the 1st Phase within the vast 34-acre Transit-Oriented Development of SJ7, Hype is the haven to create, connect and simply vibe. The freehold serviced residences promise seamless connectivity along with a wide variety of lifestyle-inspired features and facilities.

The USJ7 LRT and BRT stations are just 80m away and are quite literally at Hype's doorstep!  And with its close proximity to retail hotspots and top-tier educational institutions, excitement awaits as young, buzzing professionals make a home out of Hype. Highlights also include the 50m pool, a multi-purpose hall with co-working space, a futsal court, a lifestyle gym, a community grill and many more. Each unit's interior provides a layout so flexible, homemakers will be able to play with the space and add their own unique flair to it.

An inspirational, vibrant life is ready for the ones ready to hype it all up...at Hype Residences!",https://www.iproperty.com.my/new-property/property/subang-jaya/sj-7-hype-residences/new-6610/
GAIA Residences,Open for Sale,Serviced Residence,Leasehold,Residential,250000.0,550,1,1,2,"Rawang, Selangor","Gamuda Gardens is a nature inspired 810-acre township thoughtfully designed to be self-sustained with a host of modern conveniences amongst nature, so residence can enhance their quality of life having the park place, play place, shopping and eating places, learning place and work place nearby.

With a host of amenities within walking or a bicycle ride away from the home place, this township has much to offer. Featuring a lush 50-acre pet-friendly Central Park, it comprises two waterfalls and five cascading lakes where the community can be amongst nature, get together, and get to know one another.

Adding vibrancy is the upcoming Gardens Square hosting attractive commercial spaces with incoming tenants like a well-known grocer, F&B options, and drive-through restaurants - a mere pedestrian street across. The upcoming Gamuda Gardens City Center will complement the township's residential and lifestyle components. Envisioned as an integrated retail, leisure and commerce park, it'll be home to the Queenstown-based Luge Activity Park, a Malaysian first.

Gamuda Gardens also welcomes families through its placemaking initiative Xploria, catered for all ages.

GAIA Residences features two 18-storey towers of 500 serviced apartment units. The first high-rise within the township, the thoughtfully designed units is optimised for practicality and space efficiency. Its flexible space allows residents to convert the space into a home office, study room or children's play area while dual-key units allows for added privacy. Consisting of 2-3 bedrooms and 1-2 bathrooms, there are 4 design types with built-ups ranging up to 900 sqft.

Aside from space, comfort, and security, mindful facilities within the building for the residents convenience has been considered catering to the post-pandemic workstyle. GAIA Residences offer thoughtful comfortable yet private communal spaces in the Podium with plug-points installed for work efficiency, and features lush greenery and scenic views.",https://www.iproperty.com.my/new-property/property/rawang/gaia-residences/new-6480/
GAIA Residences,Open for Sale,Serviced Residence,Leasehold,Residential,395800.0,640,2,1,2,"Rawang, Selangor","Gamuda Gardens is a nature inspired 810-acre township thoughtfully designed to be self-sustained with a host of modern conveniences amongst nature, so residence can enhance their quality of life having the park place, play place, shopping and eating places, learning place and work place nearby.

With a host of amenities within walking or a bicycle ride away from the home place, this township has much to offer. Featuring a lush 50-acre pet-friendly Central Park, it comprises two waterfalls and five cascading lakes where the community can be amongst nature, get together, and get to know one another.

Adding vibrancy is the upcoming Gardens Square hosting attractive commercial spaces with incoming tenants like a well-known grocer, F&B options, and drive-through restaurants - a mere pedestrian street across. The upcoming Gamuda Gardens City Center will complement the township's residential and lifestyle components. Envisioned as an integrated retail, leisure and commerce park, it'll be home to the Queenstown-based Luge Activity Park, a Malaysian first.

Gamuda Gardens also welcomes families through its placemaking initiative Xploria, catered for all ages.

GAIA Residences features two 18-storey towers of 500 serviced apartment units. The first high-rise within the township, the thoughtfully designed units is optimised for practicality and space efficiency. Its flexible space allows residents to convert the space into a home office, study room or children's play area while dual-key units allows for added privacy. Consisting of 2-3 bedrooms and 1-2 bathrooms, there are 4 design types with built-ups ranging up to 900 sqft.

Aside from space, comfort, and security, mindful facilities within the building for the residents convenience has been considered catering to the post-pandemic workstyle. GAIA Residences offer thoughtful comfortable yet private communal spaces in the Podium with plug-points installed for work efficiency, and features lush greenery and scenic views.",https://www.iproperty.com.my/new-property/property/rawang/gaia-residences/new-6480/
GAIA Residences,Open for Sale,Serviced Residence,Leasehold,Residential,423800.0,660,2,1,2,"Rawang, Selangor","Gamuda Gardens is a nature inspired 810-acre township thoughtfully designed to be self-sustained with a host of modern conveniences amongst nature, so residence can enhance their quality of life having the park place, play place, shopping and eating places, learning place and work place nearby.

With a host of amenities within walking or a bicycle ride away from the home place, this township has much to offer. Featuring a lush 50-acre pet-friendly Central Park, it comprises two waterfalls and five cascading lakes where the community can be amongst nature, get together, and get to know one another.

Adding vibrancy is the upcoming Gardens Square hosting attractive commercial spaces with incoming tenants like a well-known grocer, F&B options, and drive-through restaurants - a mere pedestrian street across. The upcoming Gamuda Gardens City Center will complement the township's residential and lifestyle components. Envisioned as an integrated retail, leisure and commerce park, it'll be home to the Queenstown-based Luge Activity Park, a Malaysian first.

Gamuda Gardens also welcomes families through its placemaking initiative Xploria, catered for all ages.

GAIA Residences features two 18-storey towers of 500 serviced apartment units. The first high-rise within the township, the thoughtfully designed units is optimised for practicality and space efficiency. Its flexible space allows residents to convert the space into a home office, study room or children's play area while dual-key units allows for added privacy. Consisting of 2-3 bedrooms and 1-2 bathrooms, there are 4 design types with built-ups ranging up to 900 sqft.

Aside from space, comfort, and security, mindful facilities within the building for the residents convenience has been considered catering to the post-pandemic workstyle. GAIA Residences offer thoughtful comfortable yet private communal spaces in the Podium with plug-points installed for work efficiency, and features lush greenery and scenic views.",https://www.iproperty.com.my/new-property/property/rawang/gaia-residences/new-6480/
Legasi Kampong Bharu,Open for Sale,Apartment,Leasehold,Unknown,1358000.0,1679 sq.ft.,4,4,0,"KL City, Kuala Lumpur",29-storey commercial block & a 43-storey residential tower...ng distance to future Saloma Link pedestrian bridge linking Kg. Baru to KLCC.,https://www.iproperty.com.my/new-property/property/kl-city/legasi-kampong-bharu/new-5936/
Legasi Kampong Bharu,Open for Sale,Apartment,Leasehold,Unknown,1495100.0,1907 sq.ft.,4,4,0,"KL City, Kuala Lumpur",29-storey commercial block & a 43-storey residential tower...ng distance to future Saloma Link pedestrian bridge linking Kg. Baru to KLCC.,https://www.iproperty.com.my/new-property/property/kl-city/legasi-kampong-bharu/new-5936/
Legasi Kampong Bharu,Open for Sale,Apartment,Leasehold,Unknown,716200.0,950 sq.ft,3,2,0,"KL City, Kuala Lumpur",29-storey commercial block & a 43-storey residential tower...ng distance to future Saloma Link pedestrian bridge linking Kg. Baru to KLCC.,https://www.iproperty.com.my/new-property/property/kl-city/legasi-kampong-bharu/new-5936/
Sarai 2.0 (Kuala Terengganu Golf Resort F5P2),New Launch,Bungalow,Leasehold,Residential,769000.0,2125,5,5,0,"Kuala Terengganu, Terengganu","This modern contemporary concept bungalow is a luxurious residence that is conducive for the whole family.

Interestingly, it is connected to a 72 -acre golf club featuring an 18 -hole golf course. Kuala Terengganu Golf Resort is surrounded by greenery and comes with various facilities that will add value and add benefits to the owner and the whole family.

Live your best life here and enjoy a satisfying weekend in peace and harmony.",https://www.iproperty.com.my/new-property/property/kuala-terengganu/sarai-2-0-kuala-terengganu-golf-resort-f-5-p-2/new-6465/
Sarai 2.0 (Kuala Terengganu Golf Resort F5P2),New Launch,Bungalow,Leasehold,Residential,714000.0,2002,5,5,0,"Kuala Terengganu, Terengganu","This modern contemporary concept bungalow is a luxurious residence that is conducive for the whole family.

Interestingly, it is connected to a 72 -acre golf club featuring an 18 -hole golf course. Kuala Terengganu Golf Resort is surrounded by greenery and comes with various facilities that will add value and add benefits to the owner and the whole family.

Live your best life here and enjoy a satisfying weekend in peace and harmony.",https://www.iproperty.com.my/new-property/property/kuala-terengganu/sarai-2-0-kuala-terengganu-golf-resort-f-5-p-2/new-6465/
Senadi Hills,New Launch,2-sty Terrace/Link House,Freehold,Residential,716550.0,2197,4,4,0,"Taman Bukit Senadi, Iskandar Puteri (Nusajaya), Johor",Charming multi-gen homes that open up to breezy gardens await you at Senadi Hills in Iskandar Puteri. This residential enclave sits only 2km away from LEGOLAND and close to many other world-class destinations. Its direct access to expressways and convenience of being closer to everything from lifestyle destinations and shopping malls to international education institutions and established healthcare makes living a breeze.,https://www.iproperty.com.my/new-property/property/iskandar-puteri-nusajaya/senadi-hills/new-6089/
Senadi Hills,New Launch,2-sty Terrace/Link House,Freehold,Residential,790500.0,2330,4,4,0,"Taman Bukit Senadi, Iskandar Puteri (Nusajaya), Johor",Charming multi-gen homes that open up to breezy gardens await you at Senadi Hills in Iskandar Puteri. This residential enclave sits only 2km away from LEGOLAND and close to many other world-class destinations. Its direct access to expressways and convenience of being closer to everything from lifestyle destinations and shopping malls to international education institutions and established healthcare makes living a breeze.,https://www.iproperty.com.my/new-property/property/iskandar-puteri-nusajaya/senadi-hills/new-6089/
Senadi Hills,New Launch,2-sty Terrace/Link House,Freehold,Residential,819400.0,2330,4,4,0,"Taman Bukit Senadi, Iskandar Puteri (Nusajaya), Johor",Charming multi-gen homes that open up to breezy gardens await you at Senadi Hills in Iskandar Puteri. This residential enclave sits only 2km away from LEGOLAND and close to many other world-class destinations. Its direct access to expressways and convenience of being closer to everything from lifestyle destinations and shopping malls to international education institutions and established healthcare makes living a breeze.,https://www.iproperty.com.my/new-property/property/iskandar-puteri-nusajaya/senadi-hills/new-6089/
Jardin Residences,New Launch,2-sty Terrace/Link House,Freehold,Residential,857800.0,"2,206 sq. ft.",4,4,2,"Bandar Seri Coalfields, Sungai Buloh, Selangor","Beautiful in nature. That the nature of Jardin Residences, taking a rich inspiration from the French word of 'Garden'.

Jardin Residences is just the right amount of everything – utmost convenience, without city buzz. 232 units set amid 1,001 acres of a low density township that boasts priceless spaces for family bonding.",https://www.iproperty.com.my/new-property/property/sungai-buloh/jardin-residences/new-6262/
Jardin Residences,New Launch,2-sty Terrace/Link House,Freehold,Residential,778800.0,"1,961 sq. ft.",4,3,2,"Bandar Seri Coalfields, Sungai Buloh, Selangor","Beautiful in nature. That the nature of Jardin Residences, taking a rich inspiration from the French word of 'Garden'.

Jardin Residences is just the right amount of everything – utmost convenience, without city buzz. 232 units set amid 1,001 acres of a low density township that boasts priceless spaces for family bonding.",https://www.iproperty.com.my/new-property/property/sungai-buloh/jardin-residences/new-6262/
M Minori,New Launch,Serviced Residence,Freehold,Residential,288000.0,570,1,1,0,"Taman Seri Austin, Johor Bahru, Johor","Happiness starts with you. Opening the doors to M Minori leads you to the ideal life you dream of. Living in your dream homes in the heart of mature JB city, where everything is within reach provides unlimited connectivity and accesibility.

M Minori offers limitless experience from a comprehensive selection of vibrant amenities and facilities, all in your safe space.",https://www.iproperty.com.my/new-property/property/johor-bahru/m-minori/new-6628/
Palmwood,New Launch,2-sty Terrace/Link House,Freehold,Residential,718420.0,2079,4,4,3,"Taman Pelangi Indah, Ulu Tiram, Johor","Modern Tropical design language that speaks eloquently to those who appreciate it. Efficient use of space that maximizes comfort, utility and airflow. Located in the most sought after enclave in Taman Pelangi Indah for its proximity to amenities and access. Gated and Guarded for that added peace of mind. Suitable for upgrader or first-time home buyer with impeccable taste.",https://www.iproperty.com.my/new-property/property/ulu-tiram/palmwood/new-6568/
Palmwood,New Launch,2-sty Terrace/Link House,Freehold,Residential,791265.0,2104,4,4,3,"Taman Pelangi Indah, Ulu Tiram, Johor","Modern Tropical design language that speaks eloquently to those who appreciate it. Efficient use of space that maximizes comfort, utility and airflow. Located in the most sought after enclave in Taman Pelangi Indah for its proximity to amenities and access. Gated and Guarded for that added peace of mind. Suitable for upgrader or first-time home buyer with impeccable taste.",https://www.iproperty.com.my/new-property/property/ulu-tiram/palmwood/new-6568/
Palmwood,New Launch,2-sty Terrace/Link House,Freehold,Residential,871250.0,2104,4,4,3,"Taman Pelangi Indah, Ulu Tiram, Johor","Modern Tropical design language that speaks eloquently to those who appreciate it. Efficient use of space that maximizes comfort, utility and airflow. Located in the most sought after enclave in Taman Pelangi Indah for its proximity to amenities and access. Gated and Guarded for that added peace of mind. Suitable for upgrader or first-time home buyer with impeccable taste.",https://www.iproperty.com.my/new-property/property/ulu-tiram/palmwood/new-6568/
Co-Home @ Eden by The Parque Residences,New Launch,Condominium,Leasehold,Residential,963000.0,1333,3,2,2,"Eco Sanctuary, Telok Panglima Garang, Kuala Langat, Selangor","A Spacious Landed-like Single Floor Living

Eco Sanctuary is a mature township packed with amenities within your reach. A gated and guarded development inspired by this environment promises a rejuvenating haven that is at once modern yet close to nature at its finest.

Co-Home @ Eden by The Parque Residences – Landed Living, Resort Style Facilities. Enjoy the best of both worlds at Eden by The Parque Residences: the freedom of landed living and an exceptional choice of resort-style facilities set amidst 7 acres of greenery.",https://www.iproperty.com.my/new-property/property/kuala-langat/co-home-eden-by-the-parque-residences/new-6529/
Co-Home @ Eden by The Parque Residences,New Launch,Condominium,Leasehold,Residential,1414000.0,2105,5,4,4,"Eco Sanctuary, Telok Panglima Garang, Kuala Langat, Selangor","A Spacious Landed-like Single Floor Living

Eco Sanctuary is a mature township packed with amenities within your reach. A gated and guarded development inspired by this environment promises a rejuvenating haven that is at once modern yet close to nature at its finest.

Co-Home @ Eden by The Parque Residences – Landed Living, Resort Style Facilities. Enjoy the best of both worlds at Eden by The Parque Residences: the freedom of landed living and an exceptional choice of resort-style facilities set amidst 7 acres of greenery.",https://www.iproperty.com.my/new-property/property/kuala-langat/co-home-eden-by-the-parque-residences/new-6529/
Co-Home @ Eden by The Parque Residences,New Launch,Condominium,Leasehold,Residential,732000.0,1058,3,2,2,"Eco Sanctuary, Telok Panglima Garang, Kuala Langat, Selangor","A Spacious Landed-like Single Floor Living

Eco Sanctuary is a mature township packed with amenities within your reach. A gated and guarded development inspired by this environment promises a rejuvenating haven that is at once modern yet close to nature at its finest.

Co-Home @ Eden by The Parque Residences – Landed Living, Resort Style Facilities. Enjoy the best of both worlds at Eden by The Parque Residences: the freedom of landed living and an exceptional choice of resort-style facilities set amidst 7 acres of greenery.",https://www.iproperty.com.my/new-property/property/kuala-langat/co-home-eden-by-the-parque-residences/new-6529/
Eco Grandeur - Garden Home @ Norton Garden,New Launch,2-sty Terrace/Link House,Leasehold,Residential,1045000.0,2090,4,3,0,"Eco Grandeur, Bandar Puncak Alam, Selangor","Eco Grandeur is a Mixed Eco Development Township comprising Gated and Guarded Residential (Landed & high-rise), affordable home and Integrated commercial development properties. Greenery covers over twenty percent of Eco Grandeur, giving ample opportunities for interactive landscaping as well as conservation initiatives.",https://www.iproperty.com.my/new-property/property/bandar-puncak-alam/eco-grandeur-garden-home-norton-garden/new-6470/
Eco Grandeur - Garden Home @ Norton Garden,New Launch,2-sty Terrace/Link House,Leasehold,Residential,1101000.0,2202,4,3,0,"Eco Grandeur, Bandar Puncak Alam, Selangor","Eco Grandeur is a Mixed Eco Development Township comprising Gated and Guarded Residential (Landed & high-rise), affordable home and Integrated commercial development properties. Greenery covers over twenty percent of Eco Grandeur, giving ample opportunities for interactive landscaping as well as conservation initiatives.",https://www.iproperty.com.my/new-property/property/bandar-puncak-alam/eco-grandeur-garden-home-norton-garden/new-6470/
Eco Grandeur - Garden Home @ Norton Garden,New Launch,2-sty Terrace/Link House,Leasehold,Residential,1053000.0,2105,4,3,0,"Eco Grandeur, Bandar Puncak Alam, Selangor","Eco Grandeur is a Mixed Eco Development Township comprising Gated and Guarded Residential (Landed & high-rise), affordable home and Integrated commercial development properties. Greenery covers over twenty percent of Eco Grandeur, giving ample opportunities for interactive landscaping as well as conservation initiatives.",https://www.iproperty.com.my/new-property/property/bandar-puncak-alam/eco-grandeur-garden-home-norton-garden/new-6470/
Eco Grandeur - Wellington Garden,New Launch,2-sty Terrace/Link House,Leasehold,Residential,666000.0,"1,469 sq. ft.",4,3,2,"Eco Grandeur, Bandar Puncak Alam, Selangor","Eco Grandeur is a Mixed Eco Development Township comprising Gated and Guarded Residential (Landed & high-rise), affordable home and Integrated commercial development properties. Greenery covers over twenty percent of Eco Grandeur, giving ample opportunities for interactive landscaping as well as conservation initiatives.",https://www.iproperty.com.my/new-property/property/bandar-puncak-alam/eco-grandeur-wellington-garden/new-6515/
Eco Grandeur - Wellington Garden,New Launch,2-sty Terrace/Link House,Leasehold,Residential,706000.0,"1,491 sq. ft.",4,3,2,"Eco Grandeur, Bandar Puncak Alam, Selangor","Eco Grandeur is a Mixed Eco Development Township comprising Gated and Guarded Residential (Landed & high-rise), affordable home and Integrated commercial development properties. Greenery covers over twenty percent of Eco Grandeur, giving ample opportunities for interactive landscaping as well as conservation initiatives.",https://www.iproperty.com.my/new-property/property/bandar-puncak-alam/eco-grandeur-wellington-garden/new-6515/
Eco Grandeur - Wellington Garden,New Launch,2-sty Terrace/Link House,Leasehold,Residential,677000.0,"1,493 sq. ft.",4,3,2,"Eco Grandeur, Bandar Puncak Alam, Selangor","Eco Grandeur is a Mixed Eco Development Township comprising Gated and Guarded Residential (Landed & high-rise), affordable home and Integrated commercial development properties. Greenery covers over twenty percent of Eco Grandeur, giving ample opportunities for interactive landscaping as well as conservation initiatives.",https://www.iproperty.com.my/new-property/property/bandar-puncak-alam/eco-grandeur-wellington-garden/new-6515/
The Nobel Healthcare Park,New Launch,Suites,Leasehold,Commercial,338000.0,268,0,1,0,"Bukit Jalil, Kuala Lumpur","KL Wellness City (KLWC) is pioneering the first comprehensive wellness and healthcare city in Malaysia and within Southeast Asia. Building a fully integrated ecosystem, KLWC will provide a full range healthcare, wellness, living and fitness facilities, services, and products.

For Malaysia, the healthcare medical tourism industry has been climbing at an average of 16%-17% annually (as reported by the Malaysia Healthcare Travel Council (MHTC)), resulting in revenue inflow and a burgeoning GDP.
In 2019 alone, Malaysia had more than 1.3 million healthcare tourists in particularly from Indonesia, China and Singapore. Healthcare medical tourism is a low-lying fruit for Malaysia to capitalise and grow synergistically.

The KL Wellness City will be anchored by The International Tertiary Hospital, which will be one of the largest leading private hospitals in Southeast Asia upon its 1,000 bedded fully operational. The KLWC project is designed to be an integrated ecosystem that encompasses medical, healthcare, wellness and fitness facilities, international tertiary hospital, premium retirement home as well as a healthcare oriented commercial complex. The intercomplementary components are vital to the KLWC ecosystem as it co-creates demand from the synergised integration. The unique infrastructure and layout are designed to bring utmost convenience, support and enjoyment to every group of patrons, including medical tourists, tourists, healthcare practitioners, retirees, corporates, retailers or regular customer.

This is the golden opportunity to be part of this Wellness City. Own a medical suite, wellness suites and/or business suites in this City. Target completion on Q4 2025! be the first mover and join us.

Highlights of KL Wellness City:

✅ The Nobel Healthcare Park - Medical Suites, Wellness suites, Business suites, Retail Suites
✅ Serviced Apartments - Health & fitness-focused lifestyle residences
✅ Healthcare Hub - Lifestyle & Healthcare retail with proposed oncology centre
✅ The International Tertiary Hospital - A state-of-the-art facility approved as a 624-bed tertiary hospital and scalable to 1,000-bed capacity
✅ Central Park
✅ Direct Link Bridge - Connecting The Nobel Healthcare Park to The International Hospital @ KL Wellness City",https://www.iproperty.com.my/new-property/property/bukit-jalil/the-nobel-healthcare-park/new-6400/
The Nobel Healthcare Park,New Launch,Suites,Leasehold,Commercial,414000.0,223,0,1,0,"Bukit Jalil, Kuala Lumpur","KL Wellness City (KLWC) is pioneering the first comprehensive wellness and healthcare city in Malaysia and within Southeast Asia. Building a fully integrated ecosystem, KLWC will provide a full range healthcare, wellness, living and fitness facilities, services, and products.

For Malaysia, the healthcare medical tourism industry has been climbing at an average of 16%-17% annually (as reported by the Malaysia Healthcare Travel Council (MHTC)), resulting in revenue inflow and a burgeoning GDP.
In 2019 alone, Malaysia had more than 1.3 million healthcare tourists in particularly from Indonesia, China and Singapore. Healthcare medical tourism is a low-lying fruit for Malaysia to capitalise and grow synergistically.

The KL Wellness City will be anchored by The International Tertiary Hospital, which will be one of the largest leading private hospitals in Southeast Asia upon its 1,000 bedded fully operational. The KLWC project is designed to be an integrated ecosystem that encompasses medical, healthcare, wellness and fitness facilities, international tertiary hospital, premium retirement home as well as a healthcare oriented commercial complex. The intercomplementary components are vital to the KLWC ecosystem as it co-creates demand from the synergised integration. The unique infrastructure and layout are designed to bring utmost convenience, support and enjoyment to every group of patrons, including medical tourists, tourists, healthcare practitioners, retirees, corporates, retailers or regular customer.

This is the golden opportunity to be part of this Wellness City. Own a medical suite, wellness suites and/or business suites in this City. Target completion on Q4 2025! be the first mover and join us.

Highlights of KL Wellness City:

✅ The Nobel Healthcare Park - Medical Suites, Wellness suites, Business suites, Retail Suites
✅ Serviced Apartments - Health & fitness-focused lifestyle residences
✅ Healthcare Hub - Lifestyle & Healthcare retail with proposed oncology centre
✅ The International Tertiary Hospital - A state-of-the-art facility approved as a 624-bed tertiary hospital and scalable to 1,000-bed capacity
✅ Central Park
✅ Direct Link Bridge - Connecting The Nobel Healthcare Park to The International Hospital @ KL Wellness City",https://www.iproperty.com.my/new-property/property/bukit-jalil/the-nobel-healthcare-park/new-6400/
Sky Trees Commercial,New Launch,Shop Office,Freehold,Commercial,687000.0,894,0,0,1,"Bukit Indah, Iskandar Puteri (Nusajaya), Johor","Stylish space for trendy businesses

Integrated as part of the Sky Trees boutique suites residential development, the shop offices at the ground and first floors provide ample conveniences that are only a lift ride away for residents.",https://www.iproperty.com.my/new-property/property/iskandar-puteri-nusajaya/sky-trees-commercial/new-6602/
Sky Trees Commercial,New Launch,Shop Office,Freehold,Commercial,886000.0,1087,0,0,2,"Bukit Indah, Iskandar Puteri (Nusajaya), Johor","Stylish space for trendy businesses

Integrated as part of the Sky Trees boutique suites residential development, the shop offices at the ground and first floors provide ample conveniences that are only a lift ride away for residents.",https://www.iproperty.com.my/new-property/property/iskandar-puteri-nusajaya/sky-trees-commercial/new-6602/
Sky Trees Commercial,New Launch,Shop Office,Freehold,Commercial,745000.0,904,0,0,1,"Bukit Indah, Iskandar Puteri (Nusajaya), Johor","Stylish space for trendy businesses

Integrated as part of the Sky Trees boutique suites residential development, the shop offices at the ground and first floors provide ample conveniences that are only a lift ride away for residents.",https://www.iproperty.com.my/new-property/property/iskandar-puteri-nusajaya/sky-trees-commercial/new-6602/
Orchid @ Meridin East,Completed Project,2-sty Terrace/Link House,Freehold,Residential,463000.0,"1,782 sq. ft.",4,3,0,"Meridin East, Pasir Gudang, Johor","Key features:

 * Located in a master-planned township planned for community with 13,000 residential units in Pasir Gudang, Johor Bahru, Johor.
 * Surrounded with population of 560,000 in Pasir Gudang
 * Designed for optimal functionality
 * Freehold property
 * Guarded Community

Facilities:

 * 16km Jogging & Bicycle Lane
 * Children's Playground
 * 9-acre Mulberry Lake
 * Picnic Garden

Accessibilities:

 * Senai-Desaru Expressway (1km to the upcoming connecting road)
 * Pasir Gudang Highway (12km)
 * Pasir Gudang Industrial Hub (16km)
 * Tanjung Langsat Industrial Park (18km)
 * Johor Bahru East Coast Highway (18km)
 * Pengerang Integrated Petroleum Complex (77km)
 * Johor Bahru City (28km)
 * Customs, Immigration and Quarantine Complex (35km)

Nearby amenities:

1. Medical:

 * KPJ Johor Specialist Hospital (10.8km)
 * Regency Specialist Hospital (15km)

2. Education:

 * SJK (C) Ladang Grisek (4km)
 * UniKL (14km)
 * Foon Yew High School Masai (14km)
 * Repton International School (14 km)

3. Malls

 * Lotus’s Kota Masai (5km)
 * Econsave Taman Scientex (8km)
 * Kip Mart Masai (11 km)
 * Mydin Mall Taman Rinting (15 km)
 * Today's Mall Seri Alam (15 km)
 * Lotus’s Seri Alam (15km)
 * AEON Jusco Permas (23km)

4. Others:

 * UTC Pasir Gudang (11.8km)",https://www.iproperty.com.my/new-property/property/pasir-gudang/orchid-meridin-east/new-5998/
